
Sat,May,18,16:29:20,2024, 10.0, 96.0, 987.0
Sat,May,18,16:31:36,2024,-10.0, 68.0, 980.0
Sat,May,18,16:31:38,2024, -4.0, 55.0, 977.0
Sat,May,18,16:31:41,2024, 11.0, 64.0,1002.0
Sat,May,18,16:45:56,2024, -5.0, 77.0, 994.0
Sat,May,18,16:45:58,2024, 37.0, 40.0, 987.0
Fri,Mar, 8,10:21:27,2024, 47.0, 94.0, 991.0
Fri,Mar, 8,10:21:29,2024, 13.0, 82.0,1004.0
Fri,Mar, 8,10:21:31,2024, -8.0, 90.0,1002.0
Fri,Mar, 8,10:21:33,2024, 38.0, 38.0,1014.0
Fri,Mar, 8,10:21:43,2024, 40.0, 78.0,1014.0
Fri,Mar, 8,10:21:45,2024,  6.0, 17.0, 997.0
Fri,Mar, 8,10:21:47,2024, 43.0, 31.0, 988.0
Fri,Mar, 8,10:58:59,2024, 14.0, 86.0, 987.0
Fri,Mar, 8,10:59:01,2024, -9.0,  6.0, 990.0
Fri,Mar, 8,10:59:03,2024, 22.0, 41.0, 999.0
Sun,Mar,10,10:18:31,2024, 17.0,  5.0,1006.0
Sun,Mar,10,10:18:33,2024, 24.0, 10.0, 986.0
Sun,Mar,10,10:18:35,2024, 35.0, 41.0,1005.0
Sun,Mar,10,10:18:37,2024,  5.0, 69.0,1005.0
Sun,Mar,10,10:24:17,2024, 39.0,  8.0,1008.0
Sun,Mar,10,10:24:19,2024, 29.0, 92.0,1000.0
Sun,Mar,10,10:27:23,2024, -4.0, 76.0, 986.0
Sun,Mar,10,10:27:25,2024,  9.0, 98.0,1000.0
Sun,Mar,10,10:40:00,2024, 15.0, 12.0, 997.0
Sun,Mar,10,10:40:03,2024, 36.0, 64.0,1004.0
Sun,Mar,10,10:40:05,2024, 16.0, 34.0,1008.0
Sun,Mar,10,10:40:07,2024, 28.0, 48.0, 990.0
Sun,Mar,10,10:45:42,2024, -6.0, 19.0, 994.0
Sun,Mar,10,10:45:44,2024,  9.0, 62.0,1012.0
Sun,Mar,10,10:47:29,2024,  9.0,  4.0,1015.0
Sun,Mar,10,10:47:31,2024, 38.0, 70.0,1002.0
Sun,Mar,10,10:47:33,2024, 38.0, 10.0, 984.0
Sun,Mar,10,11:09:44,2024, -6.0, 96.0, 975.0
Sun,Mar,10,11:09:46,2024, 19.0, 13.0, 983.0
Sun,Mar,10,11:32:17,2024, 46.0, 62.0, 984.0
Sun,Mar,10,11:32:19,2024, 25.0,  5.0,1012.0
Sun,Mar,10,11:48:34,2024, 33.0,  0.0, 985.0
Sun,Mar,10,11:48:36,2024, 33.0, 43.0,1006.0
Sun,Mar,10,11:48:38,2024, 33.0, 23.0, 994.0
Sun,Mar,10,11:49:27,2024, 31.0, 21.0,1004.0
Sun,Mar,10,11:55:19,2024,-10.0, 42.0, 996.0
Sun,Mar,10,11:55:21,2024, -6.0,  4.0, 995.0
Sun,Mar,10,11:56:48,2024, 16.0, 30.0, 978.0
Sun,Mar,10,11:56:50,2024, 28.0, 54.0, 999.0
Sun,Mar,10,11:56:52,2024, 23.0,  4.0,1013.0
Sun,Mar,10,11:57:18,2024, 15.0,  8.0,1002.0
Sun,Mar,10,11:57:20,2024, 42.0, 32.0, 999.0
Sun,Mar,10,11:59:33,2024, -2.0, 91.0,1008.0
Sun,Mar,10,11:59:35,2024, 12.0, 32.0,1014.0
Sun,Mar,10,11:59:37,2024, 34.0, 59.0,1010.0
Sun,Mar,10,12:01:20,2024, 23.0, 58.0, 987.0
Sun,Mar,10,12:01:22,2024, 26.0, 65.0,1015.0
Sun,Mar,10,12:01:24,2024, 11.0, 39.0, 977.0
Sun,Mar,10,12:01:32,2024, -5.0, 95.0,1003.0
Sun,Mar,10,12:01:35,2024, 14.0, 40.0,1012.0
Sun,Mar,10,12:06:33,2024, -6.0, 52.0, 975.0
Sun,Mar,10,12:06:35,2024, 34.0, 25.0,1015.0
Sun,Mar,10,12:06:37,2024, 45.0, 83.0,1013.0
Sun,Mar,10,12:06:39,2024, 45.0, 66.0, 977.0
Sun,Mar,10,12:06:47,2024, 34.0, 14.0, 985.0
Sun,Mar,10,12:06:49,2024, 33.0, 17.0, 991.0
Sun,Mar,10,12:06:51,2024, 24.0, 22.0, 984.0
Sun,Mar,10,12:06:53,2024,  9.0, 61.0, 991.0
Sun,Mar,10,12:08:15,2024, 36.0, 60.0, 983.0
Sun,Mar,10,12:08:17,2024, 25.0, 78.0,1003.0
Sun,Mar,10,12:08:19,2024, 20.0, 80.0, 990.0
Sun,Mar,10,12:08:21,2024,  8.0,  7.0, 979.0
Sun,Mar,10,12:09:56,2024, 42.0, 48.0, 997.0
Sun,Mar,10,12:09:58,2024, -3.0, 20.0,1000.0
Sun,Mar,10,12:12:26,2024, -3.0, 35.0, 999.0
Sun,Mar,10,12:12:28,2024,  7.0, 79.0, 998.0
Sun,Mar,10,12:12:30,2024, 42.0, 18.0, 998.0
